sa2_code_2021,sa2_name_2021,state_name_2021,area_albers_sqkm,median_equivalised_household_income_weekly_2021,median_total_income_excl_gov_allowances_2020,mean_total_income_excl_gov_allowances_2020,gini_total_income_excl_gov_allowances_2020,income_share_top_1pct_2020,income_share_top_5pct_2020,income_share_top_10pct_2020
102011034,Kincumber - Picketts Valley,New South Wales,11.7169,874,,,,,,
101061543,Young,New South Wales,505.753,771,44954,52069,0.462,6.3,18.9,30
101061544,Young Surrounds,New South Wales,5849.8086,771,43377,48277,0.544,6.1,20,32.2
119031667,Penshurst,New South Wales,1.6722000000000001,1069,,,,,,
102011028,Avoca Beach - Copacabana,New South Wales,6.4376,1298,52450,71977,0.499,8.1,22.4,34.3
102011029,Box Head - MacMasters Beach,New South Wales,32.0802,1062,48724,64621,0.494,7.6,21.1,32.9
102011030,Calga - Kulnura,New South Wales,767.9512,1048,46228,61545,0.513,9.1,23.2,34.7
102011043,Wyoming,New South Wales,8.381,884,49788,55957,0.417,4.6,15.7,26.4
102011031,Erina - Green Point,New South Wales,33.7934,937,48292,67162,0.515,9.2,23.6,35.6
102021050,Lake Munmorah - Mannering Park,New South Wales,35.4946,724,46693,53385,0.425,4.4,15.8,26.8
110041199,Gunnedah,New South Wales,90.1551,981,54725,66409,0.465,5.6,17.7,28.9
110041200,Gunnedah Surrounds,New South Wales,5765.8611,969,41839,46917,0.682,6.3,20.9,35
102011032,Gosford - Springfield,New South Wales,16.9123,1001,51999,62478,0.446,7.2,19,29.7
110041201,Quirindi,New South Wales,5077.8424,760,40419,44232,0.642,7.2,21.4,34.7
110041202,Tamworth - East,New South Wales,102.1806,914,50248,55615,0.417,5.5,16.4,27.1
110041203,Tamworth - North,New South Wales,76.0422,986,53603,62135,0.441,7.3,19.1,29.7
102011035,Narara,New South Wales,7.7021,1098,53262,63325,0.439,7.7,18.5,29
102011036,Niagara Park - Lisarow,New South Wales,16.7316,1097,52812,63135,0.434,5.7,17.5,28.4
117031638,Camperdown - Darlington,New South Wales,1.7106,1812,,,,,,
102011037,Point Clare - Koolewong,New South Wales,6.7794,1030,51099,63249,0.469,6,18.6,30
102011038,Saratoga - Davistown,New South Wales,4.7683,1046,49903,63587,0.465,7.3,19.7,31
102011039,Terrigal - North Avoca,New South Wales,10.4791,1274,,,,,,
102011040,Umina - Booker Bay - Patonga,New South Wales,25.2285,882,47126,58831,0.478,8.2,20.6,31.9
111031224,Hamilton - Broadmeadow,New South Wales,6.7462,1138,55369,71796,0.472,7.2,20.7,32.2
117031639,Chippendale,New South Wales,0.4642,1200,,,,,,
102011041,Wamberal - Forresters Beach,New South Wales,13.7221,1224,53015,73292,0.503,10.1,23.9,35.2
102021056,Warnervale - Wadalba,New South Wales,42.89,1065,53867,62113,0.413,4.7,15.6,26.2
102011042,Woy Woy - Blackwall,New South Wales,17.3963,823,48361,57475,0.453,5.8,17.9,29.3
104011082,Maclean - Yamba - Iluka,New South Wales,711.0493,719,38171,47737,0.49,6.2,19.6,31.4
104021083,Bellingen,New South Wales,1001.0481,823,37911,49860,0.524,8,21.9,33.8
102021044,Bateau Bay - Killarney Vale,New South Wales,10.8595,925,49047,56847,0.427,5.7,16.9,27.5
105021098,Far West,New South Wales,146684.7317,735,43542,52422,0.681,10.2,24.9,38.5
105031099,Coonabarabran,New South Wales,10474.1331,693,34862,37886,0.708,6.9,21.6,35.7
111031225,Lambton - New Lambton,New South Wales,10.5485,1169,58774,73235,0.46,7.2,19.8,30.9
102021045,Blue Haven - San Remo,New South Wales,20.9795,875,49191,52986,0.375,3.9,14,24.3
105031101,Dubbo - South,New South Wales,25.4336,1062,55019,61503,0.404,5.3,15.7,25.8
102021046,Budgewoi - Buff Point - Halekulani,New South Wales,9.3297,805,48251,54742,0.422,4.7,16.2,27.1
102021047,Chittaway Bay - Tumbi Umbi,New South Wales,24.4986,1036,51007,59255,0.423,5.4,16.9,27.5
102021048,Gorokan - Kanwal - Charmhaven,New South Wales,11.249,795,47230,51983,0.409,4.5,15.4,26
102021049,Jilliby - Yarramalong,New South Wales,346.7662,1307,51930,68260,0.487,8.4,21.6,33.1
102021051,Ourimbah - Fountaindale,New South Wales,114.1172,1162,52698,66144,0.459,7.1,20.1,31
111031234,Waratah - North Lambton,New South Wales,5.114,1059,54411,60765,0.412,4.9,15.7,26.1
102021052,Summerland Point - Gwandalan,New South Wales,9.1793,873,47821,55105,0.421,5.1,16.4,27.2
111031235,Wickham - Carrington - Tighes Hill,New South Wales,3.5549,1278,57839,67674,0.417,5.3,16.7,27.4
112011236,Ballina,New South Wales,36.1602,801,42462,50564,0.465,6.5,18.9,30.2
112011237,Ballina Surrounds,New South Wales,406.5486,960,44142,55548,0.492,8.7,21.6,32.7
102021053,The Entrance,New South Wales,13.8576,823,51621,58604,0.413,6.1,17.1,27.4
112011238,Bangalow,New South Wales,186.5293,1212,39791,60150,0.557,11,27.3,39.9
102021054,Toukley - Norah Head,New South Wales,10.5216,776,46551,54458,0.435,5.3,17.4,28.4
112031550,Banora Point,New South Wales,9.4424,830,44450,52159,0.447,6,18,29
102021055,Tuggerah - Kangy Angy,New South Wales,27.8463,1056,51002,59015,0.434,5.7,17.2,28
113011256,Griffith (NSW),New South Wales,56.3332,1012,50400,56187,0.41,6.2,17.3,27.4
113011257,Griffith Surrounds,New South Wales,23020.2045,1001,48050,53953,0.513,7.9,20.7,31.6
102021057,Wyong,New South Wales,15.0334,776,46800,53462,0.422,4.9,16.4,27.3
103011059,Bathurst - East,New South Wales,94.0342,1048,55425,62864,0.416,5.1,16.2,26.7
103011060,Bathurst Surrounds,New South Wales,3798.2628,1074,49024,56935,0.499,5.8,17.7,29.2
103011061,Oberon,New South Wales,2972.3813,918,48607,53641,0.465,4.9,16.2,27.3
103011612,Bathurst - South,New South Wales,37.4794,878,,,,,,
103011613,Bathurst - West,New South Wales,82.0252,1087,,,,,,
103021062,Condobolin,New South Wales,15858.8502,785,35385,31102,1.074,7.6,26,43.3
114011272,Berry - Kangaroo Valley,New South Wales,537.0884,951,42937,62103,0.551,11.7,26.1,38.2
114011273,Callala Bay - Currarong,New South Wales,166.9089,805,43333,52953,0.494,6.2,19.2,30.9
103021063,Cowra,New South Wales,242.201,724,43527,48719,0.482,7.1,18.9,30.1
103021064,Cowra Surrounds,New South Wales,3037.1556,746,38504,44150,0.63,11.3,24,36.2
103021065,Forbes,New South Wales,4598.0438,844,45069,49075,0.593,7.8,20.9,33.2
103021066,Grenfell,New South Wales,3294.0766,699,32806,34945,0.774,7.7,23.2,37.7
103021067,Parkes (NSW),New South Wales,234.7555,905,49221,56736,0.467,5.1,16.9,28.3
103021068,Parkes Surrounds,New South Wales,5418.1649,780,30502,29618,1.157,7.5,26.8,45.8
103021069,West Wyalong,New South Wales,8317.473,875,38132,43037,0.707,7.7,22.2,36.1
103031070,Lithgow,New South Wales,119.9844,746,48893,60683,0.452,5.4,17.5,29.1
103031071,Lithgow Surrounds,New South Wales,2514.0698,885,47767,58530,0.479,5.1,17.4,29.4
103031072,Mudgee,New South Wales,65.8949,1058,52361,67743,0.466,5.6,17.2,29
103031073,Mudgee Surrounds - East,New South Wales,2852.0843,622,36542,46370,0.591,6.8,20.8,34.6
103031074,Mudgee Surrounds - West,New South Wales,8043.8633,883,42639,53051,0.601,6.4,19.9,33.6
103031075,Wollangambe - Wollemi,New South Wales,2448.7276,,,,,,,
103041076,Blayney,New South Wales,1642.6748,965,49674,59097,0.493,8.4,19.9,31
103041077,Orange,New South Wales,45.2499,927,51740,62571,0.452,8,19.8,30.4
117031640,Newtown (NSW),New South Wales,1.5707,1726,,,,,,
103041078,Orange - North,New South Wales,99.5119,1159,58108,68813,0.431,6.4,18,28.5
103041079,Orange Surrounds,New South Wales,4480.0956,1080,49855,62492,0.547,10,23.4,34.9
106021614,East Maitland - Metford,New South Wales,21.6762,983,,,,,,
104011080,Grafton,New South Wales,106.2537,734,44321,51271,0.451,6.4,17.8,28.7
104011081,Grafton Surrounds,New South Wales,8445.891,744,39879,46028,0.497,5.4,17.5,29.3
104021084,Coffs Harbour - North,New South Wales,25.6688,808,43503,52207,0.459,7.8,19.9,30.7
104021085,Coffs Harbour - South,New South Wales,33.6996,809,44583,53801,0.462,7.7,20,30.9
104021086,Coramba - Nana Glen - Bucca,New South Wales,363.909,953,44243,51971,0.477,6.6,19,30.2
104021087,Dorrigo,New South Wales,1987.6714,634,30583,38801,0.616,8.2,22.6,35.7
104021088,Korora - Emerald Beach,New South Wales,57.6882,1098,47195,63366,0.493,8.6,22.1,33.5
104021089,Sawtell - Boambee,New South Wales,118.2251,858,44896,53556,0.459,7,19,30
117031648,Zetland,New South Wales,0.8047000000000001,1616,,,,,,
104021090,Urunga,New South Wales,108.4124,780,41310,49075,0.471,5.7,18,29.6
104021091,Woolgoolga - Arrawarra,New South Wales,270.2411,831,37645,46830,0.47,6,18.6,30.3
105011092,Bourke - Brewarrina,New South Wales,56841.5222,913,52760,57130,0.479,6,17.2,28.2
105011093,Cobar,New South Wales,45551.398,1132,56408,65267,0.516,5.9,17.8,29.2
105011094,Coonamble,New South Wales,12142.3532,796,39023,34215,1.061,9.9,28.4,44.5
105011095,Nyngan - Warren,New South Wales,21216.0023,902,41997,40566,0.854,7.4,23,38
105011096,Walgett - Lightning Ridge,New South Wales,27011.1328,670,36946,23484,1.839,11,35.8,59.1
105021097,Broken Hill,New South Wales,170.1153,798,54757,62469,0.427,4.7,15.5,26.3
105031100,Dubbo - East,New South Wales,87.6912,1027,53348,61051,0.416,6.7,17.4,27.7
115011556,Castle Hill - South,New South Wales,4.1277,1392,58263,80350,0.508,9.1,23,34.6
105031102,Dubbo - West,New South Wales,69.436,1001,53272,61942,0.429,6.6,18.1,28.5
105031103,Dubbo Surrounds,New South Wales,4128.5682,1093,47508,50602,0.592,6.3,19.3,31.4
105031104,Gilgandra,New South Wales,5393.4381,750,34469,34309,0.87,8.1,23.7,38.7
105031105,Narromine,New South Wales,5956.2535,840,42093,43401,0.693,7.7,21.2,34.1
105031106,Wellington,New South Wales,3603.4369,743,41405,44076,0.583,5.9,18.4,30.8
106011107,Branxton - Greta - Pokolbin,New South Wales,392.2862,1208,56909,70593,0.458,6,17.4,28.6
106011108,Cessnock,New South Wales,68.9812,794,48922,58268,0.44,6.3,17.5,28.9
106011109,Cessnock Surrounds,New South Wales,1570.4345,1026,49479,61969,0.473,7.2,19.4,30.9
106011110,Dungog,New South Wales,2249.9983,934,46194,56636,0.508,6.8,19.3,31.2
106011111,Kurri Kurri - Abermain,New South Wales,90.6145,893,51927,58066,0.4,4.1,15,25.9
107011134,Unanderra - Mount Kembla,New South Wales,25.1483,1080,55273,67887,0.446,7,18.7,29.6
106011112,Singleton,New South Wales,127.2317,1138,58905,76164,0.46,5.9,17.2,28.2
106011113,Singleton Surrounds,New South Wales,4067.2348,1132,52543,67043,0.524,6.5,19.3,31.1
106021114,Maitland,New South Wales,32.0793,1052,55815,65189,0.418,5.5,16.5,27.3
106021116,Maitland - North,New South Wales,70.5478,1286,58066,74575,0.472,7,19.5,30.7
107021135,Illawarra Catchment Reserve,New South Wales,744.3423,1875,67989,63734,,,,
107031136,Albion Park - Macquarie Pass,New South Wales,75.1254,1144,56559,63770,0.39,4,14.3,24.7
106021615,Rutherford (North) - Aberglasslyn,New South Wales,136.1326,1037,,,,,,
106021616,Rutherford (South) - Telarah,New South Wales,39.3028,916,,,,,,
115011557,Castle Hill - West,New South Wales,1.6362999999999999,1667,63091,83423,0.502,7.9,21.7,33.4
106021617,Tenambit - East Maitland,New South Wales,17.2818,936,,,,,,
107041146,Figtree - Keiraville,New South Wales,18.8129,1109,51943,66091,0.472,6.4,19,30.5
106021618,Thornton - Millers Forest,New South Wales,63.0964,1214,,,,,,
106031119,Anna Bay,New South Wales,68.05,818,42671,55628,0.488,8.8,21.2,32.4
106031120,Lemon Tree Passage - Tanilba Bay,New South Wales,29.9822,717,43612,50475,0.447,5.3,16.7,28
106031121,Nelson Bay Peninsula,New South Wales,47.4762,842,40144,55255,0.516,9.6,23.4,35.2
106031122,Raymond Terrace,New South Wales,109.4864,822,48955,53269,0.409,4.7,15.4,25.8
106031123,Seaham - Woodville,New South Wales,247.4836,1239,53583,73449,0.498,13.3,24.6,35
106031124,Tea Gardens - Hawks Nest,New South Wales,204.3164,723,30886,45316,0.552,7.4,22.9,36.2
106031125,Williamtown - Medowie - Karuah,New South Wales,365.182,1017,52515,62084,0.444,7.5,18.4,28.9
106041126,Muswellbrook,New South Wales,262.3964,1007,57513,72089,0.448,5.5,16.1,27.2
106041127,Muswellbrook Surrounds,New South Wales,3142.4877,1083,53140,66109,0.489,5.8,17.2,29
106041128,Scone,New South Wales,118.5743,1009,52207,94009,0.633,33.1,41.6,50.2
106041129,Scone Surrounds,New South Wales,7948.9584,903,46204,55546,0.534,6.6,19.3,32.1
107011131,Dapto - Avondale,New South Wales,56.6003,889,50747,57999,0.423,4.6,15.7,26.5
107011132,Horsley - Kembla Grange,New South Wales,44.2402,1200,58863,67645,0.403,5.3,15.8,26.1
107041147,Helensburgh,New South Wales,154.8373,1376,60289,74648,0.44,7,19,29.7
107041148,Thirroul - Austinmer - Coalcliff,New South Wales,16.1558,1439,62560,84749,0.509,9.8,24.1,35.6
107011133,Port Kembla Industrial,New South Wales,12.939,,,,,,,
117011321,Botany,New South Wales,3.4307,1476,66933,77691,0.401,5.5,16.6,27.1
107011545,Berkeley - Lake Heights - Cringila,New South Wales,12.5307,739,48006,54560,0.413,4.6,15.5,26.3
117011323,Pagewood - Hillsdale - Daceyville,New South Wales,3.1186,1147,53892,66895,0.448,7,19.6,30.5
107011546,Port Kembla - Warrawong,New South Wales,6.9708,712,47354,55682,0.432,5.3,16.6,27.7
107011547,Windang - Primbee,New South Wales,5.5883,737,49822,58945,0.435,5.1,16.8,27.9
107031137,Albion Park Rail,New South Wales,7.1682,853,50000,55932,0.402,4,14.7,25.3
107041548,Wollongong - East,New South Wales,5.5039,1154,50496,65291,0.479,8,20.7,32.1
107031138,Kiama,New South Wales,13.8553,1040,46443,64444,0.51,8.1,21.9,33.9
107031139,Kiama Downs - Minnamurra,New South Wales,7.261,1171,53186,66914,0.465,6,18.4,29.5
107031140,Kiama Hinterland - Gerringong,New South Wales,222.2611,1167,48559,66338,0.511,8.2,22,33.8
117011324,Port Botany Industrial,New South Wales,2.8044000000000002,1874,88064,83589,,,,
107031141,Shellharbour - Flinders,New South Wales,49.5813,1164,55869,68424,0.439,5.7,17.3,28.4
107031142,Shellharbour - Oak Flats,New South Wales,6.051,946,51096,60475,0.434,6,17.3,28.1
107031143,Warilla,New South Wales,9.4949,755,48187,54759,0.414,4.6,15.5,26.4
107041144,Balgownie - Fairy Meadow,New South Wales,12.2638,1005,51966,66371,0.476,7.8,20.3,31.6
107041549,Wollongong - West,New South Wales,5.6592,1034,48646,61461,0.466,6.6,19.5,30.8
108011151,Bulahdelah - Stroud,New South Wales,2334.0245,748,40732,48677,0.508,6,18.8,30.8
108011152,Forster,New South Wales,33.873,706,38236,47099,0.493,6.8,20.1,32.1
108011153,Forster-Tuncurry Surrounds,New South Wales,749.4773,715,35436,48064,0.536,10.3,24.1,35.8
107041145,Corrimal - Tarrawanna - Bellambi,New South Wales,11.0648,950,53973,62961,0.43,5.3,16.6,27.4
117021328,Sydenham - Tempe - St Peters,New South Wales,3.8539,1651,66891,77755,0.412,5.1,16.6,27.4
107041150,Woonona - Bulli - Russell Vale,New South Wales,15.7847,1165,59003,73216,0.461,7.3,19.2,30.3
108011154,Tuncurry,New South Wales,15.6698,618,34451,42844,0.503,8.3,21.4,32.9
108021155,Kempsey,New South Wales,195.1561,684,43555,48135,0.437,5.4,16.7,27.7
108021156,Kempsey Surrounds,New South Wales,3627.2591,732,36798,43226,0.511,5.6,18.3,30.3
108021157,Macksville - Scotts Head,New South Wales,83.793,654,38566,46472,0.488,6.1,19.1,30.8
108021158,Nambucca Heads,New South Wales,31.0503,611,36267,42292,0.477,6.6,18.4,30.1
108021159,Nambucca Heads Surrounds,New South Wales,1356.0988,706,36247,43391,0.523,6.4,19.3,31.4
108021160,South West Rocks,New South Wales,45.9673,681,36169,45475,0.498,6.2,19,31.1
108031161,Lord Howe Island,New South Wales,16.2918,1129,46966,51540,0.445,,16.8,27.1
108041162,Laurieton - Bonny Hills,New South Wales,524.9062,726,37441,46832,0.495,6.9,19.5,31.3
108041164,Port Macquarie - West,New South Wales,54.1668,802,43661,52247,0.466,6.7,19.1,30.4
108041165,Port Macquarie Surrounds,New South Wales,2871.7473,804,36851,42262,0.578,6.6,20.2,32.8
108041166,Wauchope,New South Wales,194.8611,823,43786,52716,0.476,8.9,21.1,31.8
108041619,Port Macquarie - East,New South Wales,7.0934,949,,,,,,
110031195,Moree,New South Wales,69.3971,982,52219,57010,0.536,8.6,21.4,32.3
110031196,Moree Surrounds,New South Wales,19807.3163,1006,36997,17189,3.143,30.2,66.2,97.7
108041620,Port Macquarie - South,New South Wales,34.9946,895,,,,,,
108051167,Gloucester,New South Wales,2933.8676,699,35002,42741,0.58,7.5,21.5,34.6
108051168,Old Bar - Manning Point - Red Head,New South Wales,209.6182,804,41532,51275,0.489,7,19.3,30.8
108051169,Taree,New South Wales,125.1186,672,42954,48720,0.448,6.5,18.3,29.1
108051170,Taree Surrounds,New South Wales,3344.9329,686,35635,43253,0.545,6.6,20.3,32.8
108051171,Wingham,New South Wales,61.5309,710,44544,48439,0.421,5.1,16.2,26.9
109011172,Albury - East,New South Wales,101.484,1094,55032,64148,0.422,6.6,18.1,28.3
109011173,Albury - North,New South Wales,24.1552,888,48412,53782,0.418,5.4,16.5,26.9
109011174,Albury - South,New South Wales,48.1442,1026,50760,67116,0.495,11.4,24.6,35.3
109011175,Albury Surrounds,New South Wales,5401.7533,940,46741,55251,0.497,7.8,20.5,31.6
109011176,Lavington,New South Wales,21.467,774,45919,49249,0.4,4.6,14.9,25.3
109021177,Hay,New South Wales,13922.8975,804,45192,48112,0.489,4.3,16.3,27.8
109021178,Wentworth - Buronga,New South Wales,322.4567,879,45001,56582,0.53,8.6,22.3,33.8
109021179,Wentworth-Balranald Region,New South Wales,49722.5286,910,41663,46847,0.623,10.6,24.2,35.9
109031180,Corowa,New South Wales,77.1283,774,45929,50450,0.436,4.8,15.8,26.6
109031181,Corowa Surrounds,New South Wales,4495.1557,814,44186,47488,0.495,4.9,17.2,28.5
109031182,Deniliquin,New South Wales,143.2081,823,45499,49663,0.498,5.6,17.3,28.8
109031183,Deniliquin Surrounds,New South Wales,18337.9454,771,36147,41610,0.624,7.7,22.1,34.9
109031184,Moama,New South Wales,167.0068,870,47887,56216,0.465,6.1,18.3,29.5
109031185,Tocumwal - Finley - Jerilderie,New South Wales,5011.159,764,40667,46530,0.524,6.3,18.9,30.7
110011186,Armidale,New South Wales,274.5996,949,46241,55836,0.482,7.3,19.6,30.9
110011187,Armidale Surrounds - North,New South Wales,6098.2353,776,32110,33032,0.897,10.2,27.1,42.3
110011188,Armidale Surrounds - South,New South Wales,3280.2792,904,42152,46929,0.586,7.3,20.5,32.9
110011189,Walcha,New South Wales,6742.5353,789,33431,36444,0.874,10.2,28.4,43.3
110021190,Glen Innes,New South Wales,5479.977,637,33096,36822,0.673,6.5,20.8,34.5
110021191,Inverell,New South Wales,207.6617,772,47217,50501,0.458,6.4,17.8,28.6
110021192,Inverell Surrounds - East,New South Wales,9270.8567,650,31957,28117,1.027,7.7,25.3,41.7
110021193,Inverell Surrounds - West,New South Wales,8283.6399,662,28392,23344,1.467,11.4,34,55.1
110021194,Tenterfield,New South Wales,7324.3072,609,29372,36615,0.661,10.3,24.2,37.4
110031197,Narrabri,New South Wales,180.363,1000,50363,57179,0.47,4.7,16.4,28.1
110031198,Narrabri Surrounds,New South Wales,11965.644,911,39295,34931,1.026,7.4,25,42
117021636,Marrickville - North,New South Wales,2.8199,1552,,,,,,
110041204,Tamworth - West,New South Wales,62.5221,746,48520,48662,0.382,3.4,13.6,23.7
110041205,Tamworth Surrounds,New South Wales,8980.4841,905,45533,49371,0.569,5.9,18.6,30.9
111011206,Belmont - Bennetts Green,New South Wales,22.2102,967,51882,63505,0.459,7.2,19.6,30.6
116011626,Seven Hills - Prospect,New South Wales,7.5851,1087,,,,,,
111011207,Belmont South - Blacksmiths,New South Wales,6.8068,832,49141,58503,0.453,6.4,18.7,29.9
111011208,Charlestown - Dudley,New South Wales,22.2795,1117,55614,66157,0.437,6.6,18.1,28.9
116011627,Toongabbie - West,New South Wales,3.2406,1104,,,,,,
111011209,Glendale - Cardiff - Hillsborough,New South Wales,21.9176,1072,55711,64380,0.423,6.5,17.4,27.7
111011210,Mount Hutton - Windale,New South Wales,6.2654,793,49948,55751,0.41,4.5,15.5,26.1
115011558,Cherrybrook,New South Wales,8.2514,1499,57162,76574,0.506,7,20.8,33
111011211,Redhead,New South Wales,3.6842,1018,56689,78222,0.501,8.8,22.4,34.1
111011212,Swansea - Caves Beach,New South Wales,32.4068,904,50308,62306,0.465,6.4,18.9,30.3
115011290,Baulkham Hills - East,New South Wales,8.3081,1352,60000,72817,0.457,5.7,17.7,29.1
111011213,Valentine - Eleebana,New South Wales,9.9748,1227,57490,73791,0.482,7.3,20.2,31.7
115041625,Rouse Hill - Beaumont Hills,New South Wales,8.6462,1557,,,,,,
111011214,Warners Bay - Boolaroo,New South Wales,12.54,1048,54372,67196,0.467,7.2,19.6,30.9
111021215,Bolton Point - Teralba,New South Wales,21.9698,914,50549,57314,0.427,4.9,16.4,27.3
111021216,Bonnells Bay - Silverwater,New South Wales,10.1593,927,48035,57349,0.452,5.8,17.7,29
111021217,Edgeworth - Cameron Park,New South Wales,15.6078,1113,56676,64824,0.394,4.9,15.5,25.8
111021218,Morisset - Cooranbong,New South Wales,330.5207,870,46655,55823,0.448,5.5,17.4,28.5
111021219,Toronto - Awaba,New South Wales,43.6626,895,48413,62797,0.492,9.4,22.1,33.4
111021220,Wangi Wangi - Rathmines,New South Wales,13.1714,988,49779,61425,0.475,6.5,19.1,30.8
111021221,West Wallsend - Barnsley - Killingworth,New South Wales,72.5413,994,54600,59859,0.382,4,14.4,24.6
111031222,Adamstown - Kotara,New South Wales,8.0182,1241,56991,68188,0.438,5.4,17,28
111031223,Beresfield - Hexham,New South Wales,59.2573,793,49304,54839,0.433,8.4,18.8,28.8
111031226,Maryland - Fletcher - Minmi,New South Wales,17.2634,1175,57119,65727,0.402,4.7,15.3,25.8
111031227,Mayfield - Warabrook,New South Wales,7.5372,1051,54576,60674,0.4,4.7,15.1,25.4
111031228,Merewether - The Junction,New South Wales,7.2464,1437,63255,92510,0.533,12.3,27.6,38.9
115011291,Baulkham Hills (West) - Bella Vista,New South Wales,10.8721,1486,,,,,,
111031229,Newcastle - Cooks Hill,New South Wales,3.9772,1441,62364,89651,0.526,12.1,27.5,38.7
111031230,Newcastle Port - Kooragang,New South Wales,30.8589,1374,47662,55795,,,,
111031231,Shortland - Jesmond,New South Wales,12.7086,845,39367,46197,0.441,4.7,16.1,27.3
111031232,Stockton - Fullerton Cove,New South Wales,30.5131,929,54577,64257,0.451,5.4,17,28.1
111031233,Wallsend - Elermore Vale,New South Wales,21.52,945,51920,60587,0.445,7.3,18.5,29
112011239,Brunswick Heads - Ocean Shores,New South Wales,54.4454,919,38403,49725,0.49,9,22,33.3
112011240,Byron Bay,New South Wales,39.7771,1103,36578,59207,0.574,17.8,32.8,44
112011241,Evans Head,New South Wales,543.5362,761,42871,50392,0.466,6.8,18.6,29.8
112011242,Lennox Head - Skennars Head,New South Wales,37.846000000000004,1181,47403,64307,0.488,7.8,21.7,33.3
112011243,Mullumbimby,New South Wales,268.075,862,32532,45811,0.547,11.4,25.8,37.6
112021244,Casino,New South Wales,138.9581,709,45441,46728,0.406,4.8,15.1,25.3
112021245,Casino Surrounds,New South Wales,3950.1024,718,39018,42765,0.533,7.5,19.8,31.4
115011294,Glenhaven,New South Wales,7.2309,1417,58064,93526,0.574,13.4,29.7,41.7
112021246,Goonellabah,New South Wales,25.2269,866,47596,53281,0.414,5.7,16.8,27.1
112021247,Kyogle,New South Wales,1979.7778,667,34869,41464,0.558,7.4,20.8,33.1
112021248,Lismore,New South Wales,63.3097,793,44970,49459,0.417,5.7,16.3,26.8
112021249,Lismore Surrounds,New South Wales,1233.2421,913,41076,51121,0.512,8.4,21.5,32.9
112031250,Kingscliff - Fingal Head,New South Wales,38.4359,990,48082,66680,0.503,9.4,23.3,34.9
116021309,Glenwood,New South Wales,5.1186,1454,61259,71168,0.429,5,16.6,27.6
116021562,Acacia Gardens,New South Wales,0.9466,1435,63303,69098,0.389,4,14.6,25
112031251,Murwillumbah,New South Wales,24.2868,736,41351,46540,0.441,5.7,17.2,28.1
112031252,Murwillumbah Surrounds,New South Wales,908.2415,842,38391,47301,0.507,7.2,20.5,32.2
112031253,Pottsville,New South Wales,189.4635,903,42033,53238,0.474,7.7,20.2,31.4
112031254,Tweed Heads,New South Wales,100.4343,808,42239,51406,0.459,7.3,19.6,30.6
112031551,Terranora - North Tumbulgum,New South Wales,29.0247,1130,46176,60707,0.49,8.4,21.6,33
112031552,Tweed Heads South,New South Wales,8.4562,663,40709,45990,0.437,5.7,16.9,27.7
113011258,Leeton,New South Wales,373.8747,910,49739,54457,0.43,5.9,16.8,27.1
113011259,Narrandera,New South Wales,5409.2764,773,44804,47597,0.493,5.8,17.4,28.7
113021260,Tumbarumba,New South Wales,4520.6743,873,45354,53463,0.501,6.5,18.8,30.2
116021563,Quakers Hill,New South Wales,7.7674,1283,59266,65712,0.392,4.3,14.6,24.9
113021261,Tumut,New South Wales,40.3087,817,51644,59102,0.423,4.9,15.8,26.6
113021262,Tumut Surrounds,New South Wales,4613.7431,896,46812,55875,0.449,5.2,17,28.4
113031263,Cootamundra,New South Wales,1656.1222,723,44940,53034,0.491,5.9,19.1,31.1
113031264,Gundagai,New South Wales,2362.5241,851,44575,53269,0.503,10.1,22.3,33.1
113031265,Junee,New South Wales,1970.8746,890,48868,52549,0.47,4.6,16.4,28
113031266,Temora,New South Wales,3434.2619,765,38302,44399,0.58,5.9,19.8,32.5
113031267,Wagga Wagga - East,New South Wales,54.0429,1043,53540,64010,0.454,8.3,20.3,30.8
113031268,Wagga Wagga - North,New South Wales,53.6776,1175,56449,63934,0.409,5.7,16.3,26.5
113031269,Wagga Wagga - South,New South Wales,29.4358,1018,55144,61881,0.397,5.6,16.2,26.4
113031270,Wagga Wagga - West,New South Wales,54.9391,917,51817,62338,0.449,8.6,20.6,30.8
113031271,Wagga Wagga Surrounds,New South Wales,9334.6874,1021,50516,55888,0.473,5.9,17.6,28.7
114011274,Culburra Beach,New South Wales,76.4017,780,43829,51224,0.456,6.3,17.9,29.1
114011275,Ettrema - Sassafras - Budawang,New South Wales,2144.4618,725,20020,13611,,,,
114011276,Huskisson - Vincentia,New South Wales,31.0117,1002,45722,59713,0.49,7.5,20.8,32.4
116011303,Blacktown (East) - Kings Park,New South Wales,7.9753,1028,49879,55946,0.404,4.9,15.5,25.9
114011277,North Nowra - Bomaderry,New South Wales,99.7318,870,46487,56373,0.45,6.1,18.1,29.1
116021628,Kellyville Ridge - The Ponds,New South Wales,5.9124,1562,,,,,,
114011278,Nowra,New South Wales,101.6799,815,47018,54485,0.424,5.9,17,27.6
114011279,St Georges Basin - Erowal Bay,New South Wales,76.8594,715,41684,47002,0.437,5,16.2,27.2
114011280,Sussex Inlet - Berrara,New South Wales,40.4363,630,37571,43982,0.474,4.8,17.4,29.1
114011281,Tomerong - Wandandian - Woollamia,New South Wales,375.9761,985,47338,55597,0.454,5.5,17.3,28.3
114011282,Ulladulla,New South Wales,46.7765,758,38565,47554,0.477,6.7,19.7,31.3
